0,0
0.0056,0.1124
0.0216,0.3195
0.0473,0.5143
0.0828,0.7099
0.1281,0.9067
0.1834,1.1051
0.2486,1.3052
0.324,1.5073
0.4095,1.7115
0.5055,1.918
0.6117,2.1261
0.7286,2.3365
0.856,2.5479
0.994,2.7605
1.1427,2.9734
1.302,3.1856
1.4717,3.3965
1.652,3.6049
1.8425,3.809
2.0428,4.0071
2.2527,4.1976
2.4651,4.2488
2.671,4.1173
2.87,3.9803
3.0613,3.8248
3.244,3.6551
3.4178,3.4756
3.5823,3.2902
3.7373,3.1008
3.8799,2.8509
4.0094,2.5916
4.1268,2.3465
4.2324,2.113
4.3271,1.8932
4.4115,1.6882
4.4863,1.4965
4.5522,1.3184
4.6098,1.1516
4.6595,0.993
4.7016,0.8426
4.7364,0.696
4.7641,0.553
4.7847,0.412
4.7982,0.2714
4.8049,0.1323